genus,genus_class,accession,organism_name,named_species,assembly_level,total_length,max_ani_same_genus,align_frac_query_same_genus,closest_training_ref_same_genus,level,cross_genus_leak,keep,max_ani_any_genus,closest_training_ref_any_genus,closest_training_genus_any,audit_ani_same_genus_minaf0,audit_align_frac_minaf0
Cellulomonas,30,GCF_024508315.1,Cellulomonas xiejunii,True,Complete Genome,4190910,,,,L2_far,0,1,,,,81.4,3.54
Cellulomonas,30,GCF_055379345.1,Cellulomonas chitinilytica JCM 16927,True,Complete Genome,4915601,,,,L2_far,0,1,,,,82.09,5.39
Cellulomonas,30,GCF_055396485.1,Cellulomonas pakistanensis,True,Complete Genome,4028508,,,,L2_far,0,1,,,,81.42,3.86
Citrobacter,31,GCF_004353845.1,Citrobacter arsenatis,True,Complete Genome,5370228,92.68,74.94,GCF_000238735,L2_species,0,1,92.68,GCF_000238735,Citrobacter,92.68,74.94
Citrobacter,31,GCF_008693645.1,Citrobacter werkmanii,True,Complete Genome,5049303,90.95,71.01,GCF_000238735,L2_species,0,1,90.95,GCF_000238735,Citrobacter,90.95,71.01
Citrobacter,31,GCF_009648935.1,Citrobacter braakii,True,Complete Genome,4917491,92.24,76.67,20298_3_17,L2_species,0,1,92.24,20298_3_17,Citrobacter,92.24,76.67
Citrobacter,31,GCF_019047765.1,Citrobacter pasteurii,True,Complete Genome,5021319,99.48,92.42,20298_3_4,L0_dup,0,0,99.48,20298_3_4,Citrobacter,99.48,92.42
Citrobacter,31,GCF_021278985.1,Citrobacter rodentium NBRC 105723 = DSM 16636,True,Complete Genome,5381137,82.99,15.57,GCF_000238735,L2_species,0,1,82.99,GCF_000238735,Citrobacter,82.99,15.57
Citrobacter,31,GCF_023374935.1,Citrobacter portucalensis,True,Complete Genome,5358657,97.15,81.52,GCF_000238735,L1_strain,0,1,97.15,GCF_000238735,Citrobacter,97.15,81.52
Citrobacter,31,GCF_037482245.1,Citrobacter europaeus,True,Complete Genome,5194170,92.93,74.64,20298_3_17,L2_species,0,1,92.93,20298_3_17,Citrobacter,92.93,74.64
Citrobacter,31,GCF_041320245.1,Citrobacter meridianamericanus,True,Complete Genome,5773871,92.72,65.15,20298_3_17,L2_species,0,1,92.72,20298_3_17,Citrobacter,92.72,65.15
Cloacibacillus,32,GCF_001701045.1,Cloacibacillus porcorum,True,Complete Genome,3585187,,,,L2_far,0,1,,,,84.33,1.26
Cloacibacillus,32,GCF_043172115.1,Cloacibacillus evryensis,True,Complete Genome,3451651,,,,L2_far,0,1,,,,83.06,1.55
Clostridium,33,GCF_000340885.1,Clostridium saccharoperbutylacetonicum N1-4(HMT),True,Complete Genome,6666445,,,,L2_far,0,1,,,,97.03,0.02
Clostridium,33,GCF_000968375.1,Clostridium scatologenes,True,Complete Genome,5749410,,,,L2_far,0,1,,,,98.52,0.02
Clostridium,33,GCF_001038625.1,Clostridium carboxidivorans P7,True,Complete Genome,5752782,,,,L2_far,0,1,,,,97.72,0.05
Clostridium,33,GCF_004015185.1,Clostridium manihotivorum,True,Complete Genome,6364326,,,,L2_far,0,1,,,,95.33,0.07
Clostridium,33,GCF_008705175.1,Clostridium diolis,True,Complete Genome,5940808,,,,L2_far,0,1,,,,94.02,0.07
Clostridium,33,GCF_018223745.1,Clostridium beijerinckii,True,Complete Genome,5950247,,,,L2_far,0,1,,,,94.02,0.07
Clostridium,33,GCF_019977655.1,Clostridium gelidum,True,Complete Genome,6041432,,,,L2_far,0,1,,,,94.26,0.07
Clostridium,33,GCF_055391695.1,Clostridium nitrophenolicum,True,Complete Genome,5767678,,,,L2_far,0,1,,,,98.43,0.05
Collinsella,34,GCF_010509075.1,Collinsella aerofaciens ATCC 25986,True,Complete Genome,2455328,95.02,70.08,UMGS297,L1_strain,0,1,95.02,UMGS297,Collinsella,95.02,70.08
Collinsella,34,GCF_018889955.1,Collinsella sp. zg1085,False,Complete Genome,1720218,,,,L2_far,0,1,,,,97.21,0.17
Collinsella,34,GCF_025149625.1,Collinsella stercoris,True,Complete Genome,2460746,99.98,99.0,GCF_000156215,L0_dup,0,0,99.98,GCF_000156215,Collinsella,99.98,99.0
Collinsella,34,GCF_042851345.1,Collinsella sp. i05-0019-G5,False,Complete Genome,2536697,94.99,68.41,UMGS319,L2_species,0,1,94.99,UMGS319,Collinsella,96.47,0.07
Coprobacillus,35,GCF_003475785.1,Coprobacillus sp. AF33-1AC,False,Scaffold,2174314,,,,L2_far,0,1,,,,80.6,2.69
Coprobacillus,35,GCF_055397375.1,Coprobacillus cateniformis JCM 10604,True,Complete Genome,3669259,,,,L2_far,0,1,,,,84.94,1.8
Coprococcus,36,GCF_025149915.1,Coprococcus eutactus,True,Complete Genome,3112919,92.97,34.47,UMGS2033,L2_species,0,1,92.97,UMGS2033,Coprococcus,96.04,0.72
Corynebacterium,37,GCF_000011305.1,Corynebacterium efficiens YS-314,True,Complete Genome,3219505,,,,L2_far,0,1,,,,87.03,1.22
Corynebacterium,37,GCF_000011325.1,Corynebacterium glutamicum ATCC 13032,True,Complete Genome,3309401,,,,L2_far,0,1,,,,88.78,0.35
Corynebacterium,37,GCF_000341345.1,Corynebacterium halotolerans YIM 70093 = DSM 44683,True,Complete Genome,3222008,,,,L2_far,0,1,,,,96.38,0.16
Corynebacterium,37,GCF_000626675.1,Corynebacterium glyciniphilum AJ 3170,True,Complete Genome,3568218,,,,L2_far,0,1,,,,96.38,0.15
Corynebacterium,37,GCF_001020985.1,Corynebacterium mustelae,True,Complete Genome,3474226,,,,L2_far,0,1,,,,96.98,0.43
Corynebacterium,37,GCF_002355155.1,Corynebacterium suranareeae,True,Complete Genome,3537507,,,,L2_far,0,1,,,,97.18,0.44
Corynebacterium,37,GCF_007970465.1,Corynebacterium nuruki S6-4,True,Complete Genome,3173955,,,,L2_far,0,1,,,,83.61,0.31
Corynebacterium,37,GCF_030408755.1,Corynebacterium felinum,True,Complete Genome,3236025,,,,L2_far,0,1,,,,85.44,0.59
Cryptobacterium,38,GCF_000023845.1,Cryptobacterium curtum DSM 15641,True,Complete Genome,1617804,,,,L2_far,0,1,,,,,
Desulfovibrio,39,GCF_001553605.1,Desulfovibrio fairfieldensis,True,Complete Genome,3699310,97.43,77.08,GCF_000145315,L1_strain,0,1,97.43,GCF_000145315,Desulfovibrio,97.43,77.08
Desulfovibrio,39,GCF_003966735.1,Desulfovibrio ferrophilus,True,Complete Genome,3720107,,,,L2_far,0,1,,,,98.52,0.03
Desulfovibrio,39,GCF_017815575.1,Desulfovibrio desulfuricans,True,Complete Genome,3554892,95.34,80.45,UMGS31,L1_strain,0,1,95.34,UMGS31,Desulfovibrio,97.65,0.03
Desulfovibrio,39,GCF_026230175.1,Desulfovibrio mangrovi,True,Complete Genome,3947083,,,,L2_far,0,1,,,,95.48,0.02
Desulfovibrio,39,GCF_027558435.1,Desulfovibrio subterraneus,True,Complete Genome,4076412,,,,L2_far,0,1,,,,86.19,0.42
Desulfovibrio,39,GCF_055387835.1,Desulfovibrio simplex,True,Complete Genome,3802826,,,,L2_far,0,1,,,,96.92,0.03
Desulfovibrio,39,GCF_055388615.1,Desulfovibrio biadhensis,True,Complete Genome,5182856,,,,L2_far,0,1,,,,94.45,0.04
Desulfovibrio,39,GCF_900243745.1,Desulfovibrio falkowii,True,Complete Genome,3416440,,,,L2_far,0,1,,,,98.52,0.03
Dialister,40,GCF_007164725.1,Dialister hominis,True,Complete Genome,2407548,99.35,56.53,UMGS1051,L0_dup,0,0,99.35,UMGS1051,Dialister,99.35,56.53
Dialister,40,GCF_059553655.1,Dialister pneumosintes,True,Complete Genome,1362589,99.36,54.08,UMGS1694,L0_dup,0,0,99.36,UMGS1694,Dialister,99.36,54.08
Dialister,40,GCF_928721695.1,Dialister succinatiphilus,True,Complete Genome,2486895,96.92,76.45,GCF_000242435,L1_strain,0,1,96.92,GCF_000242435,Dialister,100.0,0.05
Dorea,41,GCF_025150085.1,Dorea longicatena,True,Complete Genome,2919963,98.79,79.96,13414_6_50,L1_strain,0,1,98.79,13414_6_50,Dorea,98.79,79.96
Dorea,41,GCF_025150245.1,Dorea formicigenerans,True,Complete Genome,3188304,98.7,81.77,21673_4_87,L1_strain,0,1,98.7,21673_4_87,Dorea,98.7,81.77
Dorea,41,GCF_051625625.1,Dorea amylophila,True,Complete Genome,3598408,97.15,59.96,14207_7_37,L1_strain,0,1,97.15,14207_7_37,Dorea,97.15,59.96
Dysgonomonas,42,GCF_011299335.1,Dysgonomonas sp. HDW5B,False,Complete Genome,4402003,,,,L2_far,0,1,,,,82.94,0.49
Dysgonomonas,42,GCF_011299555.1,Dysgonomonas sp. HDW5A,False,Complete Genome,4298355,,,,L2_far,0,1,,,,82.67,0.45
Edwardsiella,43,GCF_000264765.2,Edwardsiella anguillarum ET080813,True,Complete Genome,4329652,84.99,23.55,GCF_000163955,L2_species,0,1,84.99,GCF_000163955,Edwardsiella,84.99,23.55
Edwardsiella,43,GCF_000800725.1,Edwardsiella sp. EA181011,False,Complete Genome,3934167,84.99,24.72,GCF_000163955,L2_species,0,1,84.99,GCF_000163955,Edwardsiella,84.99,24.72
Edwardsiella,43,GCF_001186215.2,Edwardsiella sp. LADL05-105,False,Complete Genome,4157225,84.89,24.03,GCF_000163955,L2_species,0,1,84.89,GCF_000163955,Edwardsiella,84.89,24.03
Edwardsiella,43,GCF_003074995.2,Edwardsiella ictaluri,True,Complete Genome,3844237,84.26,19.76,GCF_000163955,L2_species,0,1,84.26,GCF_000163955,Edwardsiella,84.26,19.76
Edwardsiella,43,GCF_003113475.3,Edwardsiella tarda,True,Complete Genome,3936473,99.15,85.0,GCF_000163955,L0_dup,0,0,99.15,GCF_000163955,Edwardsiella,99.15,85.0
Edwardsiella,43,GCF_016026395.1,Edwardsiella hoshinae,True,Complete Genome,3817113,89.1,55.1,GCF_000163955,L2_species,0,1,89.1,GCF_000163955,Edwardsiella,89.1,55.1
Edwardsiella,43,GCF_021733145.1,Edwardsiella piscicida,True,Complete Genome,3819771,84.81,25.11,GCF_000163955,L2_species,0,1,84.81,GCF_000163955,Edwardsiella,84.81,25.11
Eggerthella,44,GCF_000270285.1,Eggerthella sp. YY7918,False,Complete Genome,3123671,,,,L2_far,0,1,,,,100.0,0.08
Eggerthella,44,GCF_009834925.2,Eggerthella guodeyinii,True,Complete Genome,4175177,89.76,34.63,GCF_000191845,L2_species,0,1,89.76,GCF_000191845,Eggerthella,89.76,34.63
Eggerthella,44,GCF_021378605.1,Eggerthella lenta,True,Complete Genome,3467966,98.86,85.24,GCF_000191845,L1_strain,0,1,98.86,GCF_000191845,Eggerthella,98.86,85.24
Enterobacter,45,GCF_000224675.1,Enterobacter soli,True,Complete Genome,5012132,87.57,45.58,12718_7_3,L2_species,0,1,87.57,12718_7_3,Enterobacter,87.57,45.58
Enterobacter,45,GCF_001729805.1,Enterobacter roggenkampii,True,Complete Genome,4899997,90.33,65.49,12718_7_3,L2_species,0,1,90.33,12718_7_3,Enterobacter,90.33,65.49
Enterobacter,45,GCF_001750725.1,Enterobacter ludwigii,True,Complete Genome,4952770,98.92,89.74,12718_7_50,L1_strain,0,1,98.92,12718_7_50,Enterobacter,98.92,89.74
Enterobacter,45,GCF_001984825.2,Enterobacter chengduensis,True,Complete Genome,5218125,90.16,61.18,12718_7_3,L2_species,0,1,90.16,12718_7_3,Enterobacter,90.16,61.18
Enterobacter,45,GCF_003594935.2,Enterobacter huaxiensis,True,Complete Genome,5037746,90.51,66.05,12718_7_3,L2_species,0,1,90.51,12718_7_3,Enterobacter,90.51,66.05
Enterobacter,45,GCF_019047785.1,Enterobacter cancerogenus,True,Complete Genome,4821734,98.81,90.53,GCF_000155995,L1_strain,0,1,98.81,GCF_000155995,Enterobacter,98.81,90.53
Enterobacter,45,GCF_035835995.1,Enterobacter wuhouensis,True,Complete Genome,4821649,90.53,66.2,12718_7_3,L2_species,0,1,90.53,12718_7_3,Enterobacter,90.53,66.2
Enterobacter,45,GCF_905331265.2,Enterobacter cloacae,True,Complete Genome,5023439,88.72,56.02,12718_7_50,L2_species,0,1,88.72,12718_7_50,Enterobacter,88.72,56.02
Enterococcus,46,GCF_002197645.1,Enterococcus wangshanyuanii,True,Complete Genome,4155954,,,,L2_far,0,1,,,,88.82,0.3
Enterococcus,46,GCF_002277935.1,Enterococcus durans,True,Complete Genome,2988928,98.34,84.71,21673_4_43,L1_strain,0,1,98.34,21673_4_43,Enterococcus,98.34,84.71
Enterococcus,46,GCF_002813755.1,Enterococcus mundtii,True,Complete Genome,3504528,,,,L2_far,0,1,,,,85.97,0.56
Enterococcus,46,GCF_019175485.1,Enterococcus raffinosus,True,Complete Genome,4255835,,,,L2_far,0,1,,,,92.32,0.76
Enterococcus,46,GCF_021496385.1,Enterococcus gallinarum,True,Complete Genome,3488294,98.81,81.65,20298_3_12,L1_strain,0,1,98.81,20298_3_12,Enterococcus,98.81,81.65
Enterococcus,46,GCF_022846515.1,Enterococcus innesii,True,Complete Genome,3598496,97.42,79.47,14670_1_61,L1_strain,0,1,97.42,14670_1_61,Enterococcus,97.42,79.47
Enterococcus,46,GCF_029215545.1,Enterococcus casseliflavus,True,Complete Genome,3662325,95.26,75.09,14670_1_61,L1_strain,0,1,95.26,14670_1_61,Enterococcus,95.26,75.09
Enterococcus,46,GCF_040049835.1,Enterococcus rotai,True,Complete Genome,3825538,,,,L2_far,0,1,,,,92.76,0.58
Eubacterium,47,GCF_000152245.2,Eubacterium callanderi,True,Complete Genome,4316707,,,,L2_far,0,1,,,,98.44,0.09
Eubacterium,47,GCF_000807675.2,Eubacterium limosum,True,Complete Genome,4422837,,,,L2_far,0,1,,,,,
Eubacterium,47,GCF_002441855.2,Eubacterium maltosivorans,True,Complete Genome,4337501,,,,L2_far,0,1,,,,95.55,0.18
Eubacterium,47,GCF_022174665.1,Eubacterium sp. MSJ-33,False,Complete Genome,2908239,,,,L2_far,0,1,89.89,UMGS1660,Clostridium,91.25,0.14
Eubacterium,47,GCF_025150745.1,Eubacterium ventriosum,True,Complete Genome,2856089,98.93,65.29,UMGS1488,L1_strain,0,1,98.93,UMGS1488,Eubacterium,99.51,0.06
Eubacterium,47,GCF_045002895.1,Eubacterium ramulus,True,Complete Genome,3378009,,,,L2_far,0,1,,,,100.0,0.03
Eubacterium,47,GCF_046244355.1,Eubacterium sp. F2,False,Complete Genome,2425940,,,,L2_far,0,1,,,,,
Eubacterium,47,GCF_059427965.1,Eubacterium pyruvativorans,True,Complete Genome,2386435,,,,L2_far,0,1,,,,,
Exiguobacterium,48,GCF_000019905.1,Exiguobacterium artemiae 255-15,True,Complete Genome,3040786,86.85,44.41,20298_3_28,L2_species,0,1,86.85,20298_3_28,Exiguobacterium,86.85,44.41
Exiguobacterium,48,GCF_000299435.1,Exiguobacterium antarcticum B7,True,Complete Genome,2815863,86.67,42.13,20298_3_28,L2_species,0,1,86.67,20298_3_28,Exiguobacterium,86.67,42.13
Exiguobacterium,48,GCF_018138125.1,Exiguobacterium alkaliphilum,True,Complete Genome,3029824,,,,L2_far,0,1,,,,86.48,0.36
Exiguobacterium,48,GCF_018604565.1,Exiguobacterium acetylicum,True,Complete Genome,3396606,,,,L2_far,0,1,,,,84.49,0.52
Exiguobacterium,48,GCF_024362205.1,Exiguobacterium aurantiacum,True,Complete Genome,3154266,,,,L2_far,0,1,,,,84.54,0.25
Exiguobacterium,48,GCF_048401725.1,Exiguobacterium mexicanum,True,Complete Genome,3063677,,,,L2_far,0,1,,,,87.08,0.45
Exiguobacterium,48,GCF_053763475.1,Exiguobacterium profundum,True,Complete Genome,3000275,94.85,73.43,14672_4_4,L2_species,0,1,94.85,14672_4_4,Exiguobacterium,94.85,73.43
Exiguobacterium,48,GCF_058150795.1,Exiguobacterium undae,True,Complete Genome,3212553,91.77,63.5,20298_3_28,L2_species,0,1,91.77,20298_3_28,Exiguobacterium,91.77,63.5
Faecalibacterium,49,GCF_010509575.1,Faecalibacterium duncaniae,True,Complete Genome,3102523,93.12,21.64,UMGS2067,L2_species,0,1,93.12,UMGS2067,Faecalibacterium,93.12,21.64
Faecalibacterium,49,GCF_023347235.1,Faecalibacterium sp. I4-1-79,False,Complete Genome,3227950,95.89,35.16,UMGS2067,L1_strain,0,1,95.89,UMGS2067,Faecalibacterium,95.89,35.16
Faecalibacterium,49,GCF_023347255.1,Faecalibacterium sp. I4-3-84,False,Complete Genome,3119411,97.17,66.76,GCF_000166035,L1_strain,0,1,97.17,GCF_000166035,Faecalibacterium,97.17,66.76
Faecalibacterium,49,GCF_023347535.1,Faecalibacterium wellingii,True,Complete Genome,2776287,97.71,72.64,UMGS184,L1_strain,0,1,97.71,UMGS184,Faecalibacterium,97.71,72.64
Faecalibacterium,49,GCF_036632915.2,Faecalibacterium taiwanense,True,Complete Genome,2955389,97.9,76.31,GCF_000166035,L1_strain,0,1,97.9,GCF_000166035,Faecalibacterium,97.9,76.31
Faecalibacterium,49,GCF_049532955.1,Faecalibacterium prausnitzii,True,Complete Genome,3141344,89.5,9.61,UMGS2067,L2_species,0,1,89.5,UMGS2067,Faecalibacterium,89.5,9.61
Faecalibacterium,49,GCF_049545105.1,Faecalibacterium hominis (ex Afrizal et al. 2022),True,Complete Genome,3080408,93.0,21.3,UMGS2067,L2_species,0,1,93.0,UMGS2067,Faecalibacterium,93.0,21.3
Faecalibacterium,49,GCF_049562865.1,Faecalibacterium sp. 7,False,Complete Genome,3108353,97.42,65.42,UMGS184,L1_strain,0,1,97.42,UMGS184,Faecalibacterium,97.42,65.42
Finegoldia,50,GCF_013267535.1,Finegoldia magna,True,Complete Genome,2090058,97.6,75.46,GCF_000010185,L1_strain,0,1,97.6,GCF_000010185,Finegoldia,97.6,75.46
Flavobacterium,51,GCF_000016645.1,Flavobacterium johnsoniae UW101,True,Complete Genome,6096872,,,,L2_far,0,1,,,,80.0,0.18
Flavobacterium,51,GCF_003122385.1,Flavobacterium crocinum,True,Complete Genome,5877431,,,,L2_far,0,1,,,,80.0,0.22
Flavobacterium,51,GCF_020911925.1,Flavobacterium cupriresistens,True,Complete Genome,5740613,,,,L2_far,0,1,,,,81.17,0.33
Flavobacterium,51,GCF_023272795.1,Flavobacterium humidisoli,True,Complete Genome,5636211,,,,L2_far,0,1,,,,80.95,0.32
Flavobacterium,51,GCF_024271895.1,Flavobacterium bizetiae,True,Complete Genome,5745280,,,,L2_far,0,1,,,,79.53,0.32
Flavobacterium,51,GCF_024499525.1,Flavobacterium panici,True,Complete Genome,5972859,,,,L2_far,0,1,,,,80.54,0.26
Flavobacterium,51,GCF_027111295.1,Flavobacterium gelatinilyticum,True,Complete Genome,5832845,,,,L2_far,0,1,,,,79.99,0.29
Flavobacterium,51,GCF_030378165.1,Flavobacterium panacagri,True,Complete Genome,5976098,,,,L2_far,0,1,,,,80.39,0.25
Franconibacter,52,GCF_036830455.1,Franconibacter daqui,True,Complete Genome,4720980,89.17,35.81,UMGS2076,L2_species,0,1,89.17,UMGS2076,Franconibacter,89.17,35.81
Franconibacter,52,GCF_049942935.1,Franconibacter helveticus 1159,True,Complete Genome,4690958,98.98,64.17,UMGS2076,L1_strain,0,1,98.98,UMGS2076,Franconibacter,98.98,64.17
Franconibacter,52,GCF_056780215.1,Franconibacter pulveris,True,Complete Genome,4684626,89.32,36.18,UMGS2076,L2_species,0,1,89.32,UMGS2076,Franconibacter,89.32,36.18
Fusobacterium,53,GCF_001296145.1,Fusobacterium animalis,True,Complete Genome,2310804,98.19,91.53,GCF_000158275,L1_strain,0,1,98.19,GCF_000158275,Fusobacterium,98.19,91.53
Fusobacterium,53,GCF_001455085.1,Fusobacterium hwasookii ChDC F206,True,Complete Genome,2430523,93.21,70.78,GCF_000523555,L2_species,0,1,93.21,GCF_000523555,Fusobacterium,98.52,0.08
Fusobacterium,53,GCF_001457555.1,Fusobacterium polymorphum,True,Complete Genome,2455060,96.75,79.91,GCF_000523555,L1_strain,0,1,96.75,GCF_000523555,Fusobacterium,98.22,0.1
Fusobacterium,53,GCF_003019315.1,Fusobacterium mortiferum ATCC 9817,True,Complete Genome,2716766,99.99,98.06,GCF_000158195,L0_dup,0,0,99.99,GCF_000158195,Fusobacterium,99.99,98.06
Fusobacterium,53,GCF_003019655.1,Fusobacterium varium ATCC 27725,True,Complete Genome,3346458,99.99,98.74,GCF_000159915,L0_dup,0,0,99.99,GCF_000159915,Fusobacterium,99.99,98.74
Fusobacterium,53,GCF_003019675.1,Fusobacterium ulcerans,True,Complete Genome,3537675,99.9,98.67,GCF_000158315,L0_dup,0,0,99.9,GCF_000158315,Fusobacterium,99.9,98.67
Fusobacterium,53,GCF_016724785.1,Fusobacterium canifelinum,True,Complete Genome,2352222,92.25,66.02,GCF_000523555,L2_species,0,1,92.25,GCF_000523555,Fusobacterium,97.65,0.05
Fusobacterium,53,GCF_055694045.1,Fusobacterium abscessus,True,Complete Genome,2209464,94.91,77.66,GCF_000479265,L2_species,0,1,94.91,GCF_000479265,Fusobacterium,99.22,0.21
Garciella,54,GCF_900167305.1,Garciella nitratireducens DSM 15102,True,Scaffold,2163332,,,,L2_far,0,1,,,,81.61,6.52
Gemella,55,GCF_001553915.1,Gemella sp. oral taxon 928,False,Complete Genome,1769679,,,,L2_far,0,1,,,,82.95,0.08
Gemella,55,GCF_003351945.1,Gemella sp. ND 6198,False,Complete Genome,1797925,,,,L2_far,0,1,,,,82.95,0.08
Gemella,55,GCF_009730295.1,Gemella sanguinis,True,Complete Genome,1796606,93.46,47.46,UMGS1894,L2_species,0,1,93.46,UMGS1894,Gemella,93.46,47.46
Gemella,55,GCF_018866345.1,Gemella sp. zg-570,False,Complete Genome,1558665,,,,L2_far,0,1,,,,,
Gemella,55,GCF_020097455.1,Gemella haemolysans,True,Complete Genome,1928240,,,,L2_far,0,1,,,,79.85,2.55
Gemella,55,GCF_900476045.1,Gemella morbillorum,True,Complete Genome,1760930,,,,L2_far,0,1,,,,81.73,3.31
Gemmiger,56,GCF_027689445.1,Gemmiger qucibialis,True,Scaffold,3494751,,,,L2_far,0,1,,,,79.47,0.27
Gemmiger,56,GCF_052308075.1,Gemmiger sp.,False,Scaffold,3181577,,,,L2_far,0,1,,,,79.64,0.26
Gemmiger,56,GCF_056961695.1,Gemmiger sp.,False,Scaffold,2606607,,,,L2_far,0,1,,,,79.06,0.4
Gemmiger,56,GCF_900167555.1,Gemmiger formicilis,True,Scaffold,3241569,,,,L2_far,0,1,,,,79.02,0.21
Gemmiger,56,GCF_977036745.1,Gemmiger sp.,False,Scaffold,2845268,,,,L2_far,0,1,,,,79.79,0.31
Gemmiger,56,GCF_977038045.1,Gemmiger sp.,False,Scaffold,2520302,,,,L2_far,0,1,,,,78.47,0.4
Gemmiger,56,GCF_977039575.1,Gemmiger sp.,False,Scaffold,2918144,,,,L2_far,0,1,,,,79.92,0.47
Gemmiger,56,GCF_977051525.1,Gemmiger sp.,False,Scaffold,2427676,,,,L2_far,0,1,,,,79.68,0.42
Granulicatella,57,GCF_019931005.1,Granulicatella adiacens,True,Complete Genome,1965420,90.45,19.83,UMGS1922,L2_species,0,1,90.45,UMGS1922,Granulicatella,90.45,19.83
Granulicatella,57,GCF_020735385.1,Granulicatella elegans,True,Complete Genome,1890620,,,,L2_far,0,1,,,,88.39,1.03
Halomonas,58,GCF_000196875.2,Halomonas elongata DSM 2581,True,Complete Genome,4061825,,,,L2_far,0,1,,,,80.06,0.96
Halomonas,58,GCF_001431725.1,Halomonas huangheensis,True,Complete Genome,4757486,,,,L2_far,0,1,,,,81.18,0.07
Halomonas,58,GCF_001545155.1,Halomonas chromatireducens,True,Complete Genome,3973651,,,,L2_far,0,1,,,,81.05,0.43
Halomonas,58,GCF_008329985.2,Halomonas binhaiensis,True,Complete Genome,4895269,,,,L2_far,0,1,,,,81.6,0.08
Halomonas,58,GCF_025820815.1,Halomonas qinghailakensis,True,Complete Genome,3804176,,,,L2_far,0,1,,,,99.37,0.04
Halomonas,58,GCF_030505695.1,Halomonas alkalicola,True,Complete Genome,3989759,,,,L2_far,0,1,,,,80.76,1.33
Halomonas,58,GCF_050215505.1,Halomonas casei,True,Complete Genome,4150051,,,,L2_far,0,1,,,,98.33,0.04
Halomonas,58,GCF_055382475.1,Halomonas beimenensis,True,Complete Genome,4053137,,,,L2_far,0,1,,,,80.8,1.54
Helicobacter,59,GCF_000007905.1,Helicobacter hepaticus ATCC 51449,True,Complete Genome,1799146,,,,L2_far,0,1,,,,98.52,0.17
Helicobacter,59,GCF_000259275.1,Helicobacter cetorum MIT 99-5656,True,Complete Genome,1847790,82.08,14.32,GCF_000345485,L2_species,0,1,82.08,GCF_000345485,Helicobacter,96.94,0.35
Helicobacter,59,GCF_000284635.1,Helicobacter cinaedi PAGU611,True,Complete Genome,2101402,99.08,94.73,GCF_000349975,L0_dup,0,0,99.08,GCF_000349975,Helicobacter,99.08,94.73
Helicobacter,59,GCF_001460635.1,Helicobacter typhlonius,True,Complete Genome,1920832,,,,L2_far,0,1,,,,97.95,0.15
Helicobacter,59,GCF_001602095.1,Helicobacter himalayensis,True,Complete Genome,1829936,,,,L2_far,0,1,,,,98.03,0.43
Helicobacter,59,GCF_003097575.1,Helicobacter apodemus,True,Complete Genome,2067954,,,,L2_far,0,1,,,,97.66,0.36
Helicobacter,59,GCF_030296895.1,Helicobacter felistomachi,True,Complete Genome,1891463,,,,L2_far,0,1,,,,98.69,0.21
Helicobacter,59,GCF_039555295.1,Helicobacter mastomyrinus,True,Complete Genome,2090509,,,,L2_far,0,1,,,,98.27,0.12
Klebsiella,60,GCF_003261575.2,Klebsiella huaxiensis,True,Complete Genome,6300829,88.46,50.52,20287_6_6,L2_species,0,1,88.46,20287_6_6,Klebsiella,88.46,50.52
Klebsiella,60,GCF_012029655.1,Klebsiella terrigena,True,Complete Genome,5598454,84.96,32.76,20298_2_67,L2_species,0,1,84.96,20298_2_67,Klebsiella,84.96,32.76
Klebsiella,60,GCF_015139575.1,Klebsiella michiganensis,True,Complete Genome,6041841,98.86,88.04,20298_2_67,L1_strain,0,1,98.86,20298_2_67,Klebsiella,98.86,88.04
Klebsiella,60,GCF_018139045.1,Klebsiella pasteurii,True,Complete Genome,5910952,95.72,84.42,20287_6_6,L1_strain,0,1,95.72,20287_6_6,Klebsiella,95.72,84.42
Klebsiella,60,GCF_020525545.1,Klebsiella variicola subsp. variicola,True,Complete Genome,5521194,99.02,91.78,GCF_000163075,L0_dup,0,0,99.02,GCF_000163075,Klebsiella,99.02,91.78
Klebsiella,60,GCF_030505655.1,Klebsiella ornithinolytica,True,Complete Genome,5952440,84.55,26.89,20298_2_67,L2_species,0,1,84.55,20298_2_67,Klebsiella,84.55,26.89
Klebsiella,60,GCF_042137965.1,Klebsiella grimontii,True,Complete Genome,5885562,99.18,91.11,20287_6_6,L0_dup,0,0,99.18,20287_6_6,Klebsiella,99.18,91.11
Klebsiella,60,GCF_900636985.1,Klebsiella oxytoca,True,Complete Genome,5857964,99.13,93.02,20298_3_13,L0_dup,0,0,99.13,20298_3_13,Klebsiella,99.13,93.02
Lachnobacterium,61,GCF_900107245.1,Lachnobacterium bovis DSM 14045,True,Scaffold,2717066,,,,L2_far,0,1,,,,99.42,0.07
Lachnoclostridium,62,GCF_000018685.1,Lachnoclostridium phytofermentans ISDg,True,Complete Genome,4847594,,,,L2_far,0,1,,,,,
Lachnoclostridium,62,GCF_030524235.1,Lachnoclostridium edouardi,True,Scaffold,2993231,,,,L2_far,1,0,98.73,20298_3_62,Clostridium,,
Lachnoclostridium,62,GCF_900625025.1,Lachnoclostridium sp. Marseille-P6806,False,Scaffold,3125999,,,,L2_far,0,1,,,,96.34,0.03
Lachnoclostridium,62,GCF_964238185.1,Lachnoclostridium sp. Marseille-P6806,False,Scaffold,3184162,,,,L2_far,1,0,99.22,UMGS34,Clostridium,95.88,0.14
