species_class,species_name,genus_class,genus_name,reference_type
930,UMGS1969,34,Collinsella,MAG
932,UMGS1970,34,Collinsella,MAG
938,UMGS1982,34,Collinsella,MAG
941,UMGS1985,34,Collinsella,MAG
954,UMGS2002,34,Collinsella,MAG
957,UMGS2006,34,Collinsella,MAG
966,UMGS2021,34,Collinsella,MAG
972,UMGS2029,34,Collinsella,MAG
978,UMGS204,34,Collinsella,MAG
982,UMGS2043,34,Collinsella,MAG
984,UMGS2047,34,Collinsella,MAG
988,UMGS2050,34,Collinsella,MAG
990,UMGS2052,34,Collinsella,MAG
993,UMGS2058,34,Collinsella,MAG
994,UMGS2059,34,Collinsella,MAG
998,UMGS2064,34,Collinsella,MAG
999,UMGS2066,34,Collinsella,MAG
1030,UMGS256,34,Collinsella,MAG
1045,UMGS284,34,Collinsella,MAG
1048,UMGS289,34,Collinsella,MAG
1050,UMGS290,34,Collinsella,MAG
1051,UMGS291,34,Collinsella,MAG
1052,UMGS292,34,Collinsella,MAG
1053,UMGS293,34,Collinsella,MAG
1054,UMGS294,34,Collinsella,MAG
1055,UMGS295,34,Collinsella,MAG
1056,UMGS296,34,Collinsella,MAG
1057,UMGS297,34,Collinsella,MAG
1058,UMGS298,34,Collinsella,MAG
1059,UMGS299,34,Collinsella,MAG
1061,UMGS300,34,Collinsella,MAG
1062,UMGS301,34,Collinsella,MAG
1063,UMGS302,34,Collinsella,MAG
1064,UMGS303,34,Collinsella,MAG
1066,UMGS305,34,Collinsella,MAG
1067,UMGS306,34,Collinsella,MAG
1068,UMGS307,34,Collinsella,MAG
1069,UMGS308,34,Collinsella,MAG
1070,UMGS309,34,Collinsella,MAG
1072,UMGS310,34,Collinsella,MAG
1073,UMGS311,34,Collinsella,MAG
1074,UMGS312,34,Collinsella,MAG
1075,UMGS313,34,Collinsella,MAG
1076,UMGS314,34,Collinsella,MAG
1077,UMGS315,34,Collinsella,MAG
1078,UMGS316,34,Collinsella,MAG
1079,UMGS317,34,Collinsella,MAG
1080,UMGS318,34,Collinsella,MAG
1081,UMGS319,34,Collinsella,MAG
1082,UMGS320,34,Collinsella,MAG
1083,UMGS321,34,Collinsella,MAG
1084,UMGS322,34,Collinsella,MAG
1085,UMGS323,34,Collinsella,MAG
1086,UMGS324,34,Collinsella,MAG
1087,UMGS325,34,Collinsella,MAG
1088,UMGS326,34,Collinsella,MAG
1089,UMGS327,34,Collinsella,MAG
1095,UMGS334,34,Collinsella,MAG
1113,UMGS358,34,Collinsella,MAG
1125,UMGS375,34,Collinsella,MAG
1126,UMGS376,34,Collinsella,MAG
1127,UMGS377,34,Collinsella,MAG
1128,UMGS378,34,Collinsella,MAG
1129,UMGS379,34,Collinsella,MAG
1132,UMGS381,34,Collinsella,MAG
1133,UMGS382,34,Collinsella,MAG
1134,UMGS383,34,Collinsella,MAG
1135,UMGS384,34,Collinsella,MAG
1136,UMGS385,34,Collinsella,MAG
1137,UMGS386,34,Collinsella,MAG
1138,UMGS387,34,Collinsella,MAG
1139,UMGS388,34,Collinsella,MAG
1140,UMGS389,34,Collinsella,MAG
1142,UMGS390,34,Collinsella,MAG
1143,UMGS391,34,Collinsella,MAG
1144,UMGS393,34,Collinsella,MAG
1145,UMGS394,34,Collinsella,MAG
1146,UMGS395,34,Collinsella,MAG
1147,UMGS396,34,Collinsella,MAG
1148,UMGS397,34,Collinsella,MAG
1149,UMGS398,34,Collinsella,MAG
1150,UMGS399,34,Collinsella,MAG
1161,UMGS414,34,Collinsella,MAG
1169,UMGS425,34,Collinsella,MAG
1171,UMGS427,34,Collinsella,MAG
1172,UMGS428,34,Collinsella,MAG
1173,UMGS429,34,Collinsella,MAG
1175,UMGS430,34,Collinsella,MAG
1182,UMGS441,34,Collinsella,MAG
1183,UMGS442,34,Collinsella,MAG
1184,UMGS443,34,Collinsella,MAG
1185,UMGS445,34,Collinsella,MAG
1186,UMGS446,34,Collinsella,MAG
1187,UMGS447,34,Collinsella,MAG
1188,UMGS448,34,Collinsella,MAG
1189,UMGS449,34,Collinsella,MAG
1191,UMGS450,34,Collinsella,MAG
1198,UMGS466,34,Collinsella,MAG
1199,UMGS467,34,Collinsella,MAG
1209,UMGS481,34,Collinsella,MAG
1210,UMGS485,34,Collinsella,MAG
1211,UMGS487,34,Collinsella,MAG
1217,UMGS498,34,Collinsella,MAG
1224,UMGS506,34,Collinsella,MAG
1226,UMGS51,34,Collinsella,MAG
1227,UMGS510,34,Collinsella,MAG
1228,UMGS511,34,Collinsella,MAG
1229,UMGS512,34,Collinsella,MAG
1230,UMGS513,34,Collinsella,MAG
1231,UMGS514,34,Collinsella,MAG
1232,UMGS515,34,Collinsella,MAG
1233,UMGS516,34,Collinsella,MAG
1234,UMGS517,34,Collinsella,MAG
1235,UMGS518,34,Collinsella,MAG
1236,UMGS519,34,Collinsella,MAG
1252,UMGS545,34,Collinsella,MAG
1275,UMGS582,34,Collinsella,MAG
1276,UMGS585,34,Collinsella,MAG
1277,UMGS586,34,Collinsella,MAG
1278,UMGS587,34,Collinsella,MAG
1279,UMGS588,34,Collinsella,MAG
1280,UMGS589,34,Collinsella,MAG
1282,UMGS590,34,Collinsella,MAG
1285,UMGS595,34,Collinsella,MAG
1286,UMGS6,34,Collinsella,MAG
1296,UMGS616,34,Collinsella,MAG
1301,UMGS623,34,Collinsella,MAG
1310,UMGS633,34,Collinsella,MAG
1313,UMGS639,34,Collinsella,MAG
1314,UMGS640,34,Collinsella,MAG
1315,UMGS641,34,Collinsella,MAG
1316,UMGS642,34,Collinsella,MAG
1317,UMGS643,34,Collinsella,MAG
1318,UMGS644,34,Collinsella,MAG
1319,UMGS645,34,Collinsella,MAG
1323,UMGS649,34,Collinsella,MAG
1325,UMGS651,34,Collinsella,MAG
1326,UMGS652,34,Collinsella,MAG
1327,UMGS653,34,Collinsella,MAG
1336,UMGS666,34,Collinsella,MAG
1340,UMGS674,34,Collinsella,MAG
1347,UMGS684,34,Collinsella,MAG
1354,UMGS701,34,Collinsella,MAG
1355,UMGS704,34,Collinsella,MAG
1361,UMGS714,34,Collinsella,MAG
1362,UMGS716,34,Collinsella,MAG
1365,UMGS719,34,Collinsella,MAG
1366,UMGS720,34,Collinsella,MAG
1367,UMGS721,34,Collinsella,MAG
1368,UMGS722,34,Collinsella,MAG
1369,UMGS723,34,Collinsella,MAG
1370,UMGS724,34,Collinsella,MAG
1372,UMGS727,34,Collinsella,MAG
1380,UMGS741,34,Collinsella,MAG
1381,UMGS742,34,Collinsella,MAG
1383,UMGS745,34,Collinsella,MAG
1386,UMGS751,34,Collinsella,MAG
1387,UMGS753,34,Collinsella,MAG
1400,UMGS779,34,Collinsella,MAG
1404,UMGS783,34,Collinsella,MAG
1405,UMGS784,34,Collinsella,MAG
1407,UMGS787,34,Collinsella,MAG
1408,UMGS788,34,Collinsella,MAG
1409,UMGS789,34,Collinsella,MAG
1411,UMGS790,34,Collinsella,MAG
1420,UMGS801,34,Collinsella,MAG
1422,UMGS804,34,Collinsella,MAG
1424,UMGS806,34,Collinsella,MAG
1429,UMGS817,34,Collinsella,MAG
1430,UMGS819,34,Collinsella,MAG
1432,UMGS820,34,Collinsella,MAG
1435,UMGS825,34,Collinsella,MAG
1438,UMGS833,34,Collinsella,MAG
1442,UMGS844,34,Collinsella,MAG
1449,UMGS850,34,Collinsella,MAG
1450,UMGS851,34,Collinsella,MAG
1451,UMGS852,34,Collinsella,MAG
1452,UMGS853,34,Collinsella,MAG
1461,UMGS876,34,Collinsella,MAG
1462,UMGS877,34,Collinsella,MAG
1463,UMGS878,34,Collinsella,MAG
1467,UMGS888,34,Collinsella,MAG
1471,UMGS892,34,Collinsella,MAG
1483,UMGS909,34,Collinsella,MAG
1485,UMGS912,34,Collinsella,MAG
1486,UMGS919,34,Collinsella,MAG
1489,UMGS921,34,Collinsella,MAG
1491,UMGS925,34,Collinsella,MAG
1496,UMGS938,34,Collinsella,MAG
1498,UMGS94,34,Collinsella,MAG
1500,UMGS943,34,Collinsella,MAG
1505,UMGS955,34,Collinsella,MAG
1508,UMGS959,34,Collinsella,MAG
1511,UMGS962,34,Collinsella,MAG
1515,UMGS969,34,Collinsella,MAG
1519,UMGS972,34,Collinsella,MAG
1527,UMGS988,34,Collinsella,MAG
1528,UMGS989,34,Collinsella,MAG
1531,UMGS994,34,Collinsella,MAG
1532,UMGS996,34,Collinsella,MAG
255,GCF_000244855,35,Coprobacillus,RefSeq assembly
287,GCF_000411335,36,Coprococcus,RefSeq assembly
386,UMGS1059,36,Coprococcus,MAG
392,UMGS1067,36,Coprococcus,MAG
424,UMGS1127,36,Coprococcus,MAG
974,UMGS2033,36,Coprococcus,MAG
1174,UMGS43,36,Coprococcus,MAG
64,15841_8_88,37,Corynebacterium,MAG
283,GCF_000403725,37,Corynebacterium,RefSeq assembly
284,GCF_000411235,37,Corynebacterium,RefSeq assembly
341,GCF_001941425,37,Corynebacterium,RefSeq assembly
342,GCF_900049755,37,Corynebacterium,RefSeq assembly
343,GCF_900078305,37,Corynebacterium,RefSeq assembly
348,GCF_900092335,37,Corynebacterium,RefSeq assembly
915,UMGS194,37,Corynebacterium,MAG
1260,UMGS56,37,Corynebacterium,MAG
792,UMGS1745,38,Cryptobacterium,MAG
1492,UMGS93,38,Cryptobacterium,MAG
141,GCF_000145315,39,Desulfovibrio,RefSeq assembly
161,GCF_000156375,39,Desulfovibrio,RefSeq assembly
215,GCF_000185705,39,Desulfovibrio,RefSeq assembly
426,UMGS1129,39,Desulfovibrio,MAG
535,UMGS1330,39,Desulfovibrio,MAG
591,UMGS1427,39,Desulfovibrio,MAG
690,UMGS1580,39,Desulfovibrio,MAG
692,UMGS1582,39,Desulfovibrio,MAG
838,UMGS1821,39,Desulfovibrio,MAG
881,UMGS1890,39,Desulfovibrio,MAG
927,UMGS1966,39,Desulfovibrio,MAG
1025,UMGS250,39,Desulfovibrio,MAG
1071,UMGS31,39,Desulfovibrio,MAG
1104,UMGS344,39,Desulfovibrio,MAG
1265,UMGS567,39,Desulfovibrio,MAG
1403,UMGS781,39,Desulfovibrio,MAG
1445,UMGS847,39,Desulfovibrio,MAG
1534,UMGS998,39,Desulfovibrio,MAG
252,GCF_000242435,40,Dialister,RefSeq assembly
368,UMGS1019,40,Dialister,MAG
383,UMGS1051,40,Dialister,MAG
629,UMGS1481,40,Dialister,MAG
638,UMGS1500,40,Dialister,MAG
759,UMGS1694,40,Dialister,MAG
829,UMGS1807,40,Dialister,MAG
977,UMGS2039,40,Dialister,MAG
1008,UMGS215,40,Dialister,MAG
1114,UMGS359,40,Dialister,MAG
1122,UMGS370,40,Dialister,MAG
1177,UMGS433,40,Dialister,MAG
1251,UMGS543,40,Dialister,MAG
1268,UMGS571,40,Dialister,MAG
1293,UMGS61,40,Dialister,MAG
1393,UMGS766,40,Dialister,MAG
1417,UMGS799,40,Dialister,MAG
35,13414_6_50,41,Dorea,MAG
55,14207_7_37,41,Dorea,MAG
128,21673_4_87,41,Dorea,MAG
537,UMGS1335,41,Dorea,MAG
1212,UMGS488,41,Dorea,MAG
1264,UMGS566,41,Dorea,MAG
1524,UMGS985,41,Dorea,MAG
230,GCF_000213555,42,Dysgonomonas,RefSeq assembly
231,GCF_000213575,42,Dysgonomonas,RefSeq assembly
913,UMGS1938,42,Dysgonomonas,MAG
950,UMGS2,42,Dysgonomonas,MAG
205,GCF_000163955,43,Edwardsiella,RefSeq assembly
249,GCF_000239255,43,Edwardsiella,RefSeq assembly
223,GCF_000191845,44,Eggerthella,RefSeq assembly
380,UMGS1046,44,Eggerthella,MAG
435,UMGS1142,44,Eggerthella,MAG
559,UMGS1371,44,Eggerthella,MAG
565,UMGS1381,44,Eggerthella,MAG
719,UMGS1632,44,Eggerthella,MAG
865,UMGS1861,44,Eggerthella,MAG
886,UMGS190,44,Eggerthella,MAG
920,UMGS1948,44,Eggerthella,MAG
925,UMGS1963,44,Eggerthella,MAG
945,UMGS1991,44,Eggerthella,MAG
1017,UMGS235,44,Eggerthella,MAG
1033,UMGS26,44,Eggerthella,MAG
1037,UMGS272,44,Eggerthella,MAG
1091,UMGS33,44,Eggerthella,MAG
1162,UMGS417,44,Eggerthella,MAG
1176,UMGS431,44,Eggerthella,MAG
1200,UMGS468,44,Eggerthella,MAG
1341,UMGS675,44,Eggerthella,MAG
1453,UMGS854,44,Eggerthella,MAG
12,12718_7_3,45,Enterobacter,MAG
15,12718_7_49,45,Enterobacter,MAG
16,12718_7_50,45,Enterobacter,MAG
20,12718_7_7,45,Enterobacter,MAG
158,GCF_000155995,45,Enterobacter,RefSeq assembly
960,UMGS201,45,Enterobacter,MAG
61,14670_1_61,46,Enterococcus,MAG
85,20298_2_33,46,Enterococcus,MAG
93,20298_3_11,46,Enterococcus,MAG
94,20298_3_12,46,Enterococcus,MAG
121,21673_4_43,46,Enterococcus,MAG
187,GCF_000159675,46,Enterococcus,RefSeq assembly
323,GCF_001050095,46,Enterococcus,RefSeq assembly
556,UMGS1367,46,Enterococcus,MAG
922,UMGS1952,46,Enterococcus,MAG
411,UMGS1096,47,Eubacterium,MAG
441,UMGS1157,47,Eubacterium,MAG
493,UMGS1258,47,Eubacterium,MAG
500,UMGS1269,47,Eubacterium,MAG
501,UMGS127,47,Eubacterium,MAG
600,UMGS1437,47,Eubacterium,MAG
605,UMGS1441,47,Eubacterium,MAG
615,UMGS1462,47,Eubacterium,MAG
632,UMGS1488,47,Eubacterium,MAG
657,UMGS1529,47,Eubacterium,MAG
672,UMGS1550,47,Eubacterium,MAG
721,UMGS1637,47,Eubacterium,MAG
781,UMGS173,47,Eubacterium,MAG
839,UMGS1822,47,Eubacterium,MAG
864,UMGS1860,47,Eubacterium,MAG
898,UMGS192,47,Eubacterium,MAG
1141,UMGS39,47,Eubacterium,MAG
1195,UMGS458,47,Eubacterium,MAG
1225,UMGS508,47,Eubacterium,MAG
1262,UMGS562,47,Eubacterium,MAG
1271,UMGS574,47,Eubacterium,MAG
1281,UMGS59,47,Eubacterium,MAG
1308,UMGS631,47,Eubacterium,MAG
1331,UMGS660,47,Eubacterium,MAG
1389,UMGS758,47,Eubacterium,MAG
1425,UMGS809,47,Eubacterium,MAG
1426,UMGS812,47,Eubacterium,MAG
1470,UMGS891,47,Eubacterium,MAG
1513,UMGS965,47,Eubacterium,MAG
62,14672_4_4,48,Exiguobacterium,MAG
103,20298_3_28,48,Exiguobacterium,MAG
36,13414_6_53,49,Faecalibacterium,MAG
145,GCF_000154385,49,Faecalibacterium,RefSeq assembly
207,GCF_000166035,49,Faecalibacterium,RefSeq assembly
574,UMGS1404,49,Faecalibacterium,MAG
787,UMGS1738,49,Faecalibacterium,MAG
800,UMGS1756,49,Faecalibacterium,MAG
843,UMGS183,49,Faecalibacterium,MAG
850,UMGS184,49,Faecalibacterium,MAG
1000,UMGS2067,49,Faecalibacterium,MAG
1027,UMGS253,49,Faecalibacterium,MAG
1196,UMGS463,49,Faecalibacterium,MAG
1476,UMGS90,49,Faecalibacterium,MAG
1526,UMGS987,49,Faecalibacterium,MAG
137,GCF_000010185,50,Finegoldia,RefSeq assembly
146,GCF_000154405,50,Finegoldia,RefSeq assembly
331,GCF_001407835,50,Finegoldia,RefSeq assembly
1292,UMGS607,51,Flavobacterium,MAG
1004,UMGS2076,52,Franconibacter,MAG
170,GCF_000158195,53,Fusobacterium,RefSeq assembly
171,GCF_000158215,53,Fusobacterium,RefSeq assembly
172,GCF_000158235,53,Fusobacterium,RefSeq assembly
173,GCF_000158275,53,Fusobacterium,RefSeq assembly
174,GCF_000158295,53,Fusobacterium,RefSeq assembly
175,GCF_000158315,53,Fusobacterium,RefSeq assembly
190,GCF_000159915,53,Fusobacterium,RefSeq assembly
200,GCF_000162235,53,Fusobacterium,RefSeq assembly
204,GCF_000163935,53,Fusobacterium,RefSeq assembly
299,GCF_000479045,53,Fusobacterium,RefSeq assembly
300,GCF_000479265,53,Fusobacterium,RefSeq assembly
305,GCF_000523555,53,Fusobacterium,RefSeq assembly
349,GCF_900095705,53,Fusobacterium,RefSeq assembly
393,UMGS1068,53,Fusobacterium,MAG
462,UMGS1197,53,Fusobacterium,MAG
771,UMGS1716,53,Fusobacterium,MAG
807,UMGS1765,53,Fusobacterium,MAG
831,UMGS1809,53,Fusobacterium,MAG
841,UMGS1824,53,Fusobacterium,MAG
870,UMGS1871,53,Fusobacterium,MAG
1112,UMGS356,53,Fusobacterium,MAG
1206,UMGS478,53,Fusobacterium,MAG
1246,UMGS539,53,Fusobacterium,MAG
1254,UMGS548,53,Fusobacterium,MAG
1288,UMGS602,53,Fusobacterium,MAG
1376,UMGS734,53,Fusobacterium,MAG
862,UMGS1857,54,Garciella,MAG
882,UMGS1894,55,Gemella,MAG
1222,UMGS504,56,Gemmiger,MAG
453,UMGS118,57,Granulicatella,MAG
580,UMGS1414,57,Granulicatella,MAG
901,UMGS1922,57,Granulicatella,MAG
461,UMGS1196,58,Halomonas,MAG
154,GCF_000155495,59,Helicobacter,RefSeq assembly
177,GCF_000158435,59,Helicobacter,RefSeq assembly
178,GCF_000158455,59,Helicobacter,RefSeq assembly
201,GCF_000162575,59,Helicobacter,RefSeq assembly
213,GCF_000178935,59,Helicobacter,RefSeq assembly
279,GCF_000345485,59,Helicobacter,RefSeq assembly
280,GCF_000349975,59,Helicobacter,RefSeq assembly
303,GCF_000507845,59,Helicobacter,RefSeq assembly
304,GCF_000507865,59,Helicobacter,RefSeq assembly
78,20287_6_6,60,Klebsiella,MAG
90,20298_2_67,60,Klebsiella,MAG
95,20298_3_13,60,Klebsiella,MAG
107,20298_3_37,60,Klebsiella,MAG
202,GCF_000163075,60,Klebsiella,RefSeq assembly
492,UMGS1256,60,Klebsiella,MAG
33,13414_6_44,61,Lachnobacterium,MAG
34,13414_6_47,61,Lachnobacterium,MAG
116,20427_4_25,61,Lachnobacterium,MAG
366,UMGS1016,61,Lachnobacterium,MAG
421,UMGS1119,61,Lachnobacterium,MAG
484,UMGS1239,61,Lachnobacterium,MAG
524,UMGS1310,61,Lachnobacterium,MAG
540,UMGS1340,61,Lachnobacterium,MAG
618,UMGS1467,61,Lachnobacterium,MAG
691,UMGS1581,61,Lachnobacterium,MAG
961,UMGS2010,61,Lachnobacterium,MAG
1267,UMGS570,61,Lachnobacterium,MAG
1479,UMGS904,61,Lachnobacterium,MAG
1263,UMGS564,62,Lachnoclostridium,MAG
51,14207_7_1,63,Lachnospira,MAG
60,14207_7_9,63,Lachnospira,MAG
1031,UMGS257,63,Lachnospira,MAG
1121,UMGS37,63,Lachnospira,MAG
1165,UMGS42,63,Lachnospira,MAG
1448,UMGS85,63,Lachnospira,MAG
6,12718_7_14,64,Lactobacillus,MAG
7,12718_7_15,64,Lactobacillus,MAG
8,12718_7_17,64,Lactobacillus,MAG
18,12718_7_56,64,Lactobacillus,MAG
19,12718_7_59,64,Lactobacillus,MAG
80,20298_2_1,64,Lactobacillus,MAG
89,20298_2_53,64,Lactobacillus,MAG
115,20427_4_22,64,Lactobacillus,MAG
139,GCF_000026505,64,Lactobacillus,RefSeq assembly
155,GCF_000155515,64,Lactobacillus,RefSeq assembly
182,GCF_000159175,64,Lactobacillus,RefSeq assembly
183,GCF_000159215,64,Lactobacillus,RefSeq assembly
184,GCF_000159375,64,Lactobacillus,RefSeq assembly
185,GCF_000159415,64,Lactobacillus,RefSeq assembly
186,GCF_000159455,64,Lactobacillus,RefSeq assembly
188,GCF_000159715,64,Lactobacillus,RefSeq assembly
194,GCF_000160855,64,Lactobacillus,RefSeq assembly
224,GCF_000192165,64,Lactobacillus,RefSeq assembly
237,GCF_000227195,64,Lactobacillus,RefSeq assembly
332,GCF_001433855,64,Lactobacillus,RefSeq assembly
333,GCF_001435475,64,Lactobacillus,RefSeq assembly
334,GCF_001435665,64,Lactobacillus,RefSeq assembly
967,UMGS2022,64,Lactobacillus,MAG
1032,UMGS258,64,Lactobacillus,MAG
1473,UMGS896,64,Lactobacillus,MAG
82,20298_2_19,65,Leuconostoc,MAG
193,GCF_000160595,65,Leuconostoc,RefSeq assembly
797,UMGS1753,65,Leuconostoc,MAG
250,GCF_000241405,66,Listeria,RefSeq assembly
534,UMGS1329,67,Marvinbryantia,MAG
378,UMGS1038,68,Massiliomicrobiota,MAG
256,GCF_000245775,69,Megamonas,RefSeq assembly
806,UMGS1764,69,Megamonas,MAG
924,UMGS1959,69,Megamonas,MAG
43,13470_2_73,70,Megasphaera,MAG
353,GCF_900095855,70,Megasphaera,RefSeq assembly
354,GCF_900095875,70,Megasphaera,RefSeq assembly
416,UMGS111,70,Megasphaera,MAG
418,UMGS1114,70,Megasphaera,MAG
454,UMGS1181,70,Megasphaera,MAG
571,UMGS14,70,Megasphaera,MAG
716,UMGS163,70,Megasphaera,MAG
758,UMGS1693,70,Megasphaera,MAG
951,UMGS20,70,Megasphaera,MAG
1019,UMGS24,70,Megasphaera,MAG
1042,UMGS281,70,Megasphaera,MAG
1348,UMGS69,70,Megasphaera,MAG
1439,UMGS836,71,Morganella,MAG
1390,UMGS760,72,Negativicoccus,MAG
235,GCF_000220865,73,Neisseria,RefSeq assembly
295,GCF_000455245,74,Nesterenkonia,RefSeq assembly
71,18048_2_90,75,Odoribacter,MAG
254,GCF_000243215,75,Odoribacter,RefSeq assembly
345,GCF_900091655,75,Odoribacter,RefSeq assembly
382,UMGS1049,75,Odoribacter,MAG
955,UMGS2004,75,Odoribacter,MAG
1105,UMGS346,75,Odoribacter,MAG
1305,UMGS628,75,Odoribacter,MAG
335,GCF_001457795,76,Olsenella,RefSeq assembly
399,UMGS1080,76,Olsenella,MAG
423,UMGS1121,76,Olsenella,MAG
715,UMGS1629,76,Olsenella,MAG
879,UMGS1887,76,Olsenella,MAG
1065,UMGS304,76,Olsenella,MAG
1131,UMGS380,76,Olsenella,MAG
1311,UMGS634,76,Olsenella,MAG
1343,UMGS68,76,Olsenella,MAG
1525,UMGS986,77,Oribacterium,MAG
406,UMGS1091,78,Oscillibacter,MAG
495,UMGS126,78,Oscillibacter,MAG
503,UMGS1273,78,Oscillibacter,MAG
522,UMGS1308,78,Oscillibacter,MAG
531,UMGS1325,78,Oscillibacter,MAG
609,UMGS1448,78,Oscillibacter,MAG
772,UMGS1717,78,Oscillibacter,MAG
942,UMGS1987,78,Oscillibacter,MAG
1170,UMGS426,78,Oscillibacter,MAG
1312,UMGS638,78,Oscillibacter,MAG
1346,UMGS683,78,Oscillibacter,MAG
1357,UMGS709,78,Oscillibacter,MAG
1373,UMGS728,78,Oscillibacter,MAG
1377,UMGS737,78,Oscillibacter,MAG
1480,UMGS906,78,Oscillibacter,MAG
179,GCF_000158475,79,Oxalobacter,RefSeq assembly
180,GCF_000158495,79,Oxalobacter,RefSeq assembly
285,GCF_000411255,80,Paenibacillus,RefSeq assembly
476,UMGS122,80,Paenibacillus,MAG
883,UMGS1895,81,Pantoea,MAG
1201,UMGS47,81,Pantoea,MAG
1247,UMGS54,81,Pantoea,MAG
1517,UMGS970,81,Pantoea,MAG
42,13470_2_67,82,Parabacteroides,MAG
119,21673_4_33,82,Parabacteroides,MAG
318,GCF_000969835,82,Parabacteroides,RefSeq assembly
319,GCF_000969845,82,Parabacteroides,RefSeq assembly
358,UMGS1005,82,Parabacteroides,MAG
389,UMGS1064,82,Parabacteroides,MAG
430,UMGS1137,82,Parabacteroides,MAG
466,UMGS1201,82,Parabacteroides,MAG
646,UMGS1511,82,Parabacteroides,MAG
647,UMGS1514,82,Parabacteroides,MAG
1006,UMGS208,82,Parabacteroides,MAG
1043,UMGS282,82,Parabacteroides,MAG
1093,UMGS332,82,Parabacteroides,MAG
1155,UMGS407,82,Parabacteroides,MAG
1321,UMGS647,82,Parabacteroides,MAG
1523,UMGS984,82,Parabacteroides,MAG
226,GCF_000205165,83,Paraprevotella,RefSeq assembly
242,GCF_000233955,83,Paraprevotella,RefSeq assembly
395,UMGS1073,83,Paraprevotella,MAG
1482,UMGS908,83,Paraprevotella,MAG
142,GCF_000146325,84,Pediococcus,RefSeq assembly
496,UMGS1260,85,Pelosinus,MAG
1216,UMGS495,85,Pelosinus,MAG
106,20298_3_36,86,Peptoniphilus,MAG
113,20298_3_66,86,Peptoniphilus,MAG
267,GCF_000311865,86,Peptoniphilus,RefSeq assembly
275,GCF_000321025,86,Peptoniphilus,RefSeq assembly
340,GCF_001517665,86,Peptoniphilus,RefSeq assembly
1181,UMGS44,86,Peptoniphilus,MAG
1190,UMGS45,86,Peptoniphilus,MAG
1298,UMGS62,86,Peptoniphilus,MAG
1487,UMGS92,86,Peptoniphilus,MAG
1382,UMGS744,87,Peptostreptococcus,MAG
566,UMGS1385,88,Phascolarctobacterium,MAG
595,UMGS1431,88,Phascolarctobacterium,MAG
613,UMGS1456,88,Phascolarctobacterium,MAG
675,UMGS1554,88,Phascolarctobacterium,MAG
685,UMGS1568,88,Phascolarctobacterium,MAG
770,UMGS1712,88,Phascolarctobacterium,MAG
953,UMGS2001,88,Phascolarctobacterium,MAG
968,UMGS2024,88,Phascolarctobacterium,MAG
1029,UMGS255,88,Phascolarctobacterium,MAG
1159,UMGS411,88,Phascolarctobacterium,MAG
1202,UMGS470,88,Phascolarctobacterium,MAG
1356,UMGS706,88,Phascolarctobacterium,MAG
1363,UMGS717,88,Phascolarctobacterium,MAG
1375,UMGS733,88,Phascolarctobacterium,MAG
1412,UMGS791,88,Phascolarctobacterium,MAG
1522,UMGS983,88,Phascolarctobacterium,MAG
764,UMGS170,89,Phyllobacterium,MAG
394,UMGS107,90,Porphyromonas,MAG
402,UMGS1085,90,Porphyromonas,MAG
612,UMGS1452,90,Porphyromonas,MAG
738,UMGS166,90,Porphyromonas,MAG
809,UMGS1769,90,Porphyromonas,MAG
825,UMGS18,90,Porphyromonas,MAG
965,UMGS2020,90,Porphyromonas,MAG
979,UMGS2040,90,Porphyromonas,MAG
1098,UMGS338,90,Porphyromonas,MAG
1253,UMGS547,90,Porphyromonas,MAG
1360,UMGS713,90,Porphyromonas,MAG
1481,UMGS907,90,Porphyromonas,MAG
166,GCF_000157935,91,Prevotella,RefSeq assembly
216,GCF_000185845,91,Prevotella,RefSeq assembly
245,GCF_000235885,91,Prevotella,RefSeq assembly
294,GCF_000413355,91,Prevotella,RefSeq assembly
351,GCF_900095835,91,Prevotella,RefSeq assembly
357,UMGS1003,91,Prevotella,MAG
360,UMGS1007,91,Prevotella,MAG
377,UMGS1036,91,Prevotella,MAG
388,UMGS1063,91,Prevotella,MAG
414,UMGS1103,91,Prevotella,MAG
415,UMGS1105,91,Prevotella,MAG
420,UMGS1118,91,Prevotella,MAG
422,UMGS1120,91,Prevotella,MAG
439,UMGS1155,91,Prevotella,MAG
444,UMGS1162,91,Prevotella,MAG
445,UMGS1164,91,Prevotella,MAG
470,UMGS1208,91,Prevotella,MAG
489,UMGS1250,91,Prevotella,MAG
505,UMGS1276,91,Prevotella,MAG
511,UMGS1285,91,Prevotella,MAG
518,UMGS1294,91,Prevotella,MAG
525,UMGS1311,91,Prevotella,MAG
528,UMGS1320,91,Prevotella,MAG
553,UMGS1360,91,Prevotella,MAG
568,UMGS1390,91,Prevotella,MAG
592,UMGS1428,91,Prevotella,MAG
594,UMGS1430,91,Prevotella,MAG
597,UMGS1433,91,Prevotella,MAG
607,UMGS1443,91,Prevotella,MAG
610,UMGS145,91,Prevotella,MAG
616,UMGS1464,91,Prevotella,MAG
650,UMGS1520,91,Prevotella,MAG
653,UMGS1524,91,Prevotella,MAG
655,UMGS1526,91,Prevotella,MAG
678,UMGS156,91,Prevotella,MAG
680,UMGS1561,91,Prevotella,MAG
693,UMGS1584,91,Prevotella,MAG
700,UMGS1598,91,Prevotella,MAG
712,UMGS1624,91,Prevotella,MAG
720,UMGS1635,91,Prevotella,MAG
729,UMGS1645,91,Prevotella,MAG
